thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,Thank_you_.started,text_2.started,text_2.stopped,Thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
106,0,106,[np.float64(0.4166666666666667)],[np.float64(0.42833333333333334)],[1],[0],[0],[2.2149547999724746],['target'],106,0,106,0,183.89319199998863,,,,,,,,,5,183.88477710005827,183.89319199998863,183.89319199998863,0.015369500033557415,186.0849008001387,[np.float64(0.4166666666666667)],[np.float64(0.42833333333333334)],[1],[0],[0],[2.2149547999724746],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
107,0,107,"[np.float64(0.34833333333333333), np.float64(0.36833333333333335)]","[np.float64(0.060833333333333336), np.float64(0.04833333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.6855578001122922, 2.649556400021538]","[None, 'target']",107,0,107,0,186.12091349996626,,,,,,,,,10,186.110660900129,186.12091349996626,186.12091349996626,0.02554409997537732,188.73529810016043,"[np.float64(0.34833333333333333), np.float64(0.36833333333333335)]","[np.float64(0.060833333333333336), np.float64(0.04833333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.6855578001122922, 2.649556400021538]","[None, 'target']",,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
108,0,108,[np.float64(0.0975)],[np.float64(-0.3)],[1],[0],[0],[1.566665600053966],['target'],108,0,108,0,188.76062209997326,,,,,,,,,5,188.7523780001793,188.76062209997326,188.76062209997326,0.0168119000736624,190.30281240004115,[np.float64(0.0975)],[np.float64(-0.3)],[1],[0],[0],[1.566665600053966],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
109,0,109,[np.float64(-0.020833333333333332)],[np.float64(0.43416666666666665)],[1],[0],[0],[1.5826962001156062],['target'],109,0,109,0,190.32369860005565,,,,,,,,,5,190.31636740011163,190.32369860005565,190.32369860005565,0.013402599841356277,191.88615870010108,[np.float64(-0.020833333333333332)],[np.float64(0.43416666666666665)],[1],[0],[0],[1.5826962001156062],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
110,0,110,[np.float64(0.41833333333333333)],[np.float64(-0.495)],[1],[0],[0],[2.364708499982953],['target'],110,0,110,0,191.90931820007972,,,,,,,,,5,191.90159350004978,191.90931820007972,191.90931820007972,0.015258200000971556,194.25232970016077,[np.float64(0.41833333333333333)],[np.float64(-0.495)],[1],[0],[0],[2.364708499982953],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
111,0,111,[np.float64(0.46166666666666667)],[np.float64(0.04583333333333333)],[1],[0],[0],[2.6493009000550956],['target'],111,0,111,0,194.29136410006322,,,,,,,,,10,194.2806547000073,194.29136410006322,194.29136410006322,0.02783329994417727,196.90278500015847,[np.float64(0.46166666666666667)],[np.float64(0.04583333333333333)],[1],[0],[0],[2.6493009000550956],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
112,0,112,[np.float64(-0.43083333333333335)],[np.float64(0.3975)],[1],[0],[0],[1.1815647999756038],['target'],112,0,112,0,196.93963850010186,,,,,,,,,10,196.92907569999807,196.93963850010186,196.93963850010186,0.026058799820020795,198.08506210008636,[np.float64(-0.43083333333333335)],[np.float64(0.3975)],[1],[0],[0],[1.1815647999756038],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
113,0,113,[np.float64(0.48083333333333333)],[np.float64(0.25916666666666666)],[1],[0],[0],[1.499909200007096],['target'],113,0,113,0,198.12197950016707,,,,,,,,,10,198.1091091001872,198.12197950016707,198.12197950016707,0.023888499941676855,199.58555760001764,[np.float64(0.48083333333333333)],[np.float64(0.25916666666666666)],[1],[0],[0],[1.499909200007096],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
114,0,114,[np.float64(-0.425)],[np.float64(-0.365)],[1],[0],[0],[3.154492300003767],['target'],114,0,114,0,199.62130160001107,,,,,,,,,10,199.6115807001479,199.62130160001107,199.62130160001107,0.025785500183701515,202.7407627000939,[np.float64(-0.425)],[np.float64(-0.365)],[1],[0],[0],[3.154492300003767],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
115,0,115,[np.float64(0.44166666666666665)],[np.float64(0.125)],[1],[0],[0],[1.9266826999373734],['target'],115,0,115,0,202.7936635001097,,,,,,,,,10,202.77828920003958,202.7936635001097,202.7936635001097,0.03730099997483194,204.66826800000854,[np.float64(0.44166666666666665)],[np.float64(0.125)],[1],[0],[0],[1.9266826999373734],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
116,0,116,[np.float64(-0.0725)],[np.float64(0.2325)],[1],[0],[0],[1.3828974000643939],['target'],116,0,116,0,204.69570600008592,,,,,,,,,5,204.6862361000385,204.69570600008592,204.69570600008592,0.017721599899232388,206.05201960005797,[np.float64(-0.0725)],[np.float64(0.2325)],[1],[0],[0],[1.3828974000643939],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
117,0,117,[np.float64(-0.025833333333333333)],[np.float64(-0.23916666666666667)],[1],[0],[0],[1.8491583000868559],['target'],117,0,117,0,206.07457810011692,,,,,,,,,5,206.06731840013526,206.07457810011692,206.07457810011692,0.015116600086912513,207.90192740014754,[np.float64(-0.025833333333333333)],[np.float64(-0.23916666666666667)],[1],[0],[0],[1.8491583000868559],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
118,0,118,[np.float64(0.18083333333333335)],[np.float64(-0.09166666666666666)],[1],[0],[0],[1.3478231998160481],['target'],118,0,118,0,207.93846940016374,,,,,,,,,10,207.92830320005305,207.93846940016374,207.93846940016374,0.026181699940934777,209.2504581999965,[np.float64(0.18083333333333335)],[np.float64(-0.09166666666666666)],[1],[0],[0],[1.3478231998160481],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
119,0,119,[np.float64(0.13416666666666666)],[np.float64(-0.3441666666666667)],[1],[0],[0],[1.8844008001033217],['target'],119,0,119,0,209.27625240013003,,,,,,,,,5,209.26658860011958,209.27625240013003,209.27625240013003,0.015935499919578433,211.13563670008443,[np.float64(0.13416666666666666)],[np.float64(-0.3441666666666667)],[1],[0],[0],[1.8844008001033217],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
120,0,120,[np.float64(0.25666666666666665)],[np.float64(0.021666666666666667)],[1],[0],[0],[2.366340400185436],['target'],120,0,120,0,211.1738230001647,,,,,,,,,10,211.1635808001738,211.1738230001647,211.1738230001647,0.02772850007750094,213.50276600010693,[np.float64(0.25666666666666665)],[np.float64(0.021666666666666667)],[1],[0],[0],[2.366340400185436],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
121,0,121,[np.float64(0.095)],[np.float64(-0.235)],[1],[0],[0],[1.416412099963054],['target'],121,0,121,0,213.53943080012687,,,,,,,,,10,213.52934860019013,213.53943080012687,213.53943080012687,0.026287700049579144,214.9200406000018,[np.float64(0.095)],[np.float64(-0.235)],[1],[0],[0],[1.416412099963054],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
122,0,122,[np.float64(0.21583333333333332)],[np.float64(-0.015833333333333335)],[1],[0],[0],[1.6167057999409735],['target'],122,0,122,0,214.95712270005606,,,,,,,,,10,214.94644220010377,214.95712270005606,214.95712270005606,0.026125699980184436,216.53754270006903,[np.float64(0.21583333333333332)],[np.float64(-0.015833333333333335)],[1],[0],[0],[1.6167057999409735],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
123,0,123,[np.float64(0.06916666666666667)],[np.float64(0.45916666666666667)],[1],[0],[0],[1.7458070002030581],['target'],123,0,123,0,216.57441990007646,,,,,,,,,10,216.5646808000747,216.57441990007646,216.57441990007646,0.02692980016581714,218.284051500028,[np.float64(0.06916666666666667)],[np.float64(0.45916666666666667)],[1],[0],[0],[1.7458070002030581],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
124,0,124,[np.float64(-0.435)],[np.float64(0.10083333333333333)],[1],[0],[0],[1.299141899915412],['target'],124,0,124,0,218.30824510008097,,,,,,,,,5,218.3003663001582,218.30824510008097,218.30824510008097,0.016091000055894256,219.58398250001483,[np.float64(-0.435)],[np.float64(0.10083333333333333)],[1],[0],[0],[1.299141899915412],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
125,0,125,"[np.float64(-0.24833333333333332), np.float64(-0.22833333333333333)]","[np.float64(-0.41083333333333333), np.float64(-0.4125)]","[1, 1]","[0, 0]","[0, 0]","[1.7676363999489695, 2.7992177000269294]","[None, 'target']",125,0,125,0,219.6083158000838,,,,,,,,,5,219.60028330003843,219.6083158000838,219.6083158000838,0.016053499886766076,222.38400890002958,"[np.float64(-0.24833333333333332), np.float64(-0.22833333333333333)]","[np.float64(-0.41083333333333333), np.float64(-0.4125)]","[1, 1]","[0, 0]","[0, 0]","[1.7676363999489695, 2.7992177000269294]","[None, 'target']",,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
126,0,126,[np.float64(0.14583333333333334)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.433364599943161],['target'],126,0,126,0,222.40813550003804,,,,,,,,,5,222.40046699997038,222.40813550003804,222.40813550003804,0.016239799791947007,223.81814730004407,[np.float64(0.14583333333333334)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.433364599943161],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
127,0,127,"[np.float64(0.27666666666666667), np.float64(0.2733333333333333)]","[np.float64(0.3275), np.float64(0.3416666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.8659866999369115, 2.7807199000380933]","[None, 'target']",127,0,127,0,223.8581793999765,,,,,,,,,10,223.8477411000058,223.8581793999765,223.8581793999765,0.029386299895122647,226.59963169996627,"[np.float64(0.27666666666666667), np.float64(0.2733333333333333)]","[np.float64(0.3275), np.float64(0.3416666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.8659866999369115, 2.7807199000380933]","[None, 'target']",,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
128,0,128,[np.float64(0.11416666666666667)],[np.float64(0.028333333333333332)],[1],[0],[0],[1.616380900144577],['target'],128,0,128,0,226.6401778999716,,,,,,,,,10,226.63068930013105,226.6401778999716,226.6401778999716,0.03082889993675053,228.21682530012913,[np.float64(0.11416666666666667)],[np.float64(0.028333333333333332)],[1],[0],[0],[1.616380900144577],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
129,0,129,[np.float64(-0.1925)],[np.float64(-0.4575)],[1],[0],[0],[3.8499394000973552],['target'],129,0,129,0,228.2524657000322,,,,,,,,,10,228.24163229996338,228.2524657000322,228.2524657000322,0.024609799962490797,232.067489300156,[np.float64(-0.1925)],[np.float64(-0.4575)],[1],[0],[0],[3.8499394000973552],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
130,0,130,[np.float64(0.10916666666666666)],[np.float64(-0.38166666666666665)],[1],[0],[0],[2.2323315001558512],['target'],130,0,130,0,232.09491460002027,,,,,,,,,5,232.08579610008746,232.09491460002027,232.09491460002027,0.017983999801799655,234.30078960000537,[np.float64(0.10916666666666666)],[np.float64(-0.38166666666666665)],[1],[0],[0],[2.2323315001558512],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
131,0,131,"[np.float64(0.0625), np.float64(0.07666666666666666)]","[np.float64(-0.043333333333333335), np.float64(-0.043333333333333335)]","[1, 1]","[0, 0]","[0, 0]","[1.5981266999151558, 2.5809621000662446]","[None, 'target']",131,0,131,0,234.33804480009712,,,,,,,,,10,234.32714430009946,234.33804480009712,234.33804480009712,0.026175699895247817,236.882412499981,"[np.float64(0.0625), np.float64(0.07666666666666666)]","[np.float64(-0.043333333333333335), np.float64(-0.043333333333333335)]","[1, 1]","[0, 0]","[0, 0]","[1.5981266999151558, 2.5809621000662446]","[None, 'target']",,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
132,0,132,[np.float64(0.2425)],[np.float64(-0.2075)],[1],[0],[0],[1.503232799936086],['target'],132,0,132,0,236.90584390005097,,,,,,,,,5,236.89833790017292,236.90584390005097,236.90584390005097,0.015689099906012416,238.38639730005525,[np.float64(0.2425)],[np.float64(-0.2075)],[1],[0],[0],[1.503232799936086],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
133,0,133,[np.float64(-0.4841666666666667)],[np.float64(-0.20833333333333334)],[1],[0],[0],[1.9463939999695867],['target'],133,0,133,0,238.42310440004803,,,,,,,,,10,238.41268249996938,238.42310440004803,238.42310440004803,0.02611490013077855,240.3334606999997,[np.float64(-0.4841666666666667)],[np.float64(-0.20833333333333334)],[1],[0],[0],[1.9463939999695867],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
134,0,134,[np.float64(0.06833333333333333)],[np.float64(0.4683333333333333)],[1],[0],[0],[2.665531399892643],['target'],134,0,134,0,240.37342389998958,,,,,,,,,10,240.36179300001822,240.37342389998958,240.37342389998958,0.028104899916797876,242.99976220005192,[np.float64(0.06833333333333333)],[np.float64(0.4683333333333333)],[1],[0],[0],[2.665531399892643],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
135,0,135,[np.float64(-0.4658333333333333)],[np.float64(-0.09833333333333333)],[1],[0],[0],[1.5837968001142144],['target'],135,0,135,0,243.02250990015455,,,,,,,,,5,243.01545180007815,243.02250990015455,243.02250990015455,0.01543809985741973,244.5843923999928,[np.float64(-0.4658333333333333)],[np.float64(-0.09833333333333333)],[1],[0],[0],[1.5837968001142144],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
136,0,136,[np.float64(0.14916666666666667)],[np.float64(0.0325)],[1],[0],[0],[1.3309435001574457],['target'],136,0,136,0,244.60921839997172,,,,,,,,,5,244.6010096000973,244.60921839997172,244.60921839997172,0.016397499945014715,245.91616800008342,[np.float64(0.14916666666666667)],[np.float64(0.0325)],[1],[0],[0],[1.3309435001574457],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
137,0,137,[np.float64(0.2025)],[np.float64(-0.1975)],[1],[0],[0],[1.658104500034824],['target'],137,0,137,0,246.03750610002317,,,,,,,,,5,245.93163500004448,246.03750610002317,246.03750610002317,0.015253899851813912,247.57505480013788,[np.float64(0.2025)],[np.float64(-0.1975)],[1],[0],[0],[1.658104500034824],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
138,0,138,[np.float64(-0.30333333333333334)],[np.float64(0.041666666666666664)],[1],[0],[0],[1.6166507999878377],['target'],138,0,138,0,247.5989014999941,,,,,,,,,5,247.5915400001686,247.5989014999941,247.5989014999941,0.01629569986835122,249.19259080011398,[np.float64(-0.30333333333333334)],[np.float64(0.041666666666666664)],[1],[0],[0],[1.6166507999878377],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
139,0,139,[np.float64(-0.2425)],[np.float64(-0.07166666666666667)],[1],[0],[0],[1.1482026998419315],['target'],139,0,139,0,249.23435170017183,,,,,,,,,10,249.22458879998885,249.23435170017183,249.23435170017183,0.031692600110545754,250.34180769999512,[np.float64(-0.2425)],[np.float64(-0.07166666666666667)],[1],[0],[0],[1.1482026998419315],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
140,0,140,[np.float64(0.1675)],[np.float64(-0.24833333333333332)],[1],[0],[0],[1.331317399861291],['target'],140,0,140,0,250.38010539999232,,,,,,,,,10,250.36920590000227,250.38010539999232,250.38010539999232,0.027158200042322278,251.6739146001637,[np.float64(0.1675)],[np.float64(-0.24833333333333332)],[1],[0],[0],[1.331317399861291],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
141,0,141,[np.float64(0.4791666666666667)],[np.float64(-0.39416666666666667)],[1],[0],[0],[1.9837430000770837],['target'],141,0,141,0,251.7152844001539,,,,,,,,,10,251.70418030000292,251.7152844001539,251.7152844001539,0.030044399900361896,253.65842240001075,[np.float64(0.4791666666666667)],[np.float64(-0.39416666666666667)],[1],[0],[0],[1.9837430000770837],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
142,0,142,[np.float64(0.39666666666666667)],[np.float64(0.33916666666666667)],[1],[0],[0],[2.4649586000014096],['target'],142,0,142,0,253.69503349997103,,,,,,,,,10,253.68443550006486,253.69503349997103,253.69503349997103,0.025795300025492907,256.12412310019135,[np.float64(0.39666666666666667)],[np.float64(0.33916666666666667)],[1],[0],[0],[2.4649586000014096],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
143,0,143,[np.float64(0.38333333333333336)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.8989098998717964],['target'],143,0,143,0,256.14627060014755,,,,,,,,,5,256.1389737999998,256.14627060014755,256.14627060014755,0.014625400071963668,258.0237614000216,[np.float64(0.38333333333333336)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.8989098998717964],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
144,0,144,[np.float64(-0.3358333333333333)],[np.float64(0.115)],[1],[0],[0],[2.0835865000262856],['target'],144,0,144,0,258.0630142001901,,,,,,,,,10,258.0519670001231,258.0630142001901,258.0630142001901,0.027971099829301238,260.1081167999655,[np.float64(-0.3358333333333333)],[np.float64(0.115)],[1],[0],[0],[2.0835865000262856],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
145,0,145,[np.float64(-0.4266666666666667)],[np.float64(-0.39666666666666667)],[1],[0],[0],[1.96581230009906],['target'],145,0,145,0,260.13174850004725,,,,,,,,,5,260.1236291001551,260.13174850004725,260.13174850004725,0.015300000086426735,262.07477800012566,[np.float64(-0.4266666666666667)],[np.float64(-0.39666666666666667)],[1],[0],[0],[1.96581230009906],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
146,0,146,[np.float64(0.37)],[np.float64(0.19583333333333333)],[1],[0],[0],[1.7641499999444932],['target'],146,0,146,0,262.11557550006546,,,,,,,,,10,262.10472270008177,262.11557550006546,262.11557550006546,0.02955840015783906,263.8401333000511,[np.float64(0.37)],[np.float64(0.19583333333333333)],[1],[0],[0],[1.7641499999444932],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
147,0,147,[np.float64(0.07833333333333334)],[np.float64(0.5)],[1],[0],[0],[3.8989431001245975],['target'],147,0,147,0,263.8779188999906,,,,,,,,,10,263.8665177000221,263.8779188999906,263.8779188999906,0.026141100097447634,267.7399037000723,[np.float64(0.07833333333333334)],[np.float64(0.5)],[1],[0],[0],[3.8989431001245975],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
148,0,148,[np.float64(0.32166666666666666)],[np.float64(0.225)],[1],[0],[0],[1.5836984000634402],['target'],148,0,148,0,267.7630268000066,,,,,,,,,5,267.7551441001706,267.7630268000066,267.7630268000066,0.015024499967694283,269.324353300035,[np.float64(0.32166666666666666)],[np.float64(0.225)],[1],[0],[0],[1.5836984000634402],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
149,0,149,[np.float64(0.3175)],[np.float64(0.43)],[1],[0],[0],[1.4810446000192314],['target'],149,0,149,0,269.3467529001646,,,,,,,,,5,269.33935630018823,269.3467529001646,269.3467529001646,0.014831099892035127,270.8060775999911,[np.float64(0.3175)],[np.float64(0.43)],[1],[0],[0],[1.4810446000192314],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
150,0,150,[np.float64(0.335)],[np.float64(0.030833333333333334)],[1],[0],[0],[1.732952899998054],['target'],150,0,150,0,270.83041230007075,,,,,,,,,5,270.8221242001746,270.83041230007075,270.83041230007075,0.015843299916014075,272.53988540009595,[np.float64(0.335)],[np.float64(0.030833333333333334)],[1],[0],[0],[1.732952899998054],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
151,0,151,[np.float64(0.105)],[np.float64(0.105)],[1],[0],[0],[1.1984228999353945],['target'],151,0,151,0,272.57990540005267,,,,,,,,,10,272.5690135001205,272.57990540005267,272.57990540005267,0.028828100068494678,273.7393650000449,[np.float64(0.105)],[np.float64(0.105)],[1],[0],[0],[1.1984228999353945],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
152,0,152,[np.float64(-0.008333333333333333)],[np.float64(0.12916666666666668)],[1],[0],[0],[1.066560799954459],['target'],152,0,152,0,273.7767467000522,,,,,,,,,10,273.7661493001506,273.7767467000522,273.7767467000522,0.02652820013463497,274.8067654001061,[np.float64(-0.008333333333333333)],[np.float64(0.12916666666666668)],[1],[0],[0],[1.066560799954459],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
153,0,153,[np.float64(0.1875)],[np.float64(0.4841666666666667)],[1],[0],[0],[1.7163537999149412],['target'],153,0,153,0,274.83080710005015,,,,,,,,,5,274.8229455000255,274.83080710005015,274.83080710005015,0.01586749986745417,276.52405050001107,[np.float64(0.1875)],[np.float64(0.4841666666666667)],[1],[0],[0],[1.7163537999149412],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
154,0,154,[np.float64(-0.32916666666666666)],[np.float64(-0.11083333333333334)],[1],[0],[0],[2.083001899998635],['target'],154,0,154,0,276.5614575999789,,,,,,,,,10,276.5500180001836,276.5614575999789,276.5614575999789,0.02577389986254275,278.60783080011606,[np.float64(-0.32916666666666666)],[np.float64(-0.11083333333333334)],[1],[0],[0],[2.083001899998635],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
155,0,155,[np.float64(0.19583333333333333)],[np.float64(0.005833333333333334)],[1],[0],[0],[1.3976908999029547],['target'],155,0,155,0,278.6472597999964,,,,,,,,,10,278.6340571001638,278.6472597999964,278.6472597999964,0.025715800002217293,280.0070493000094,[np.float64(0.19583333333333333)],[np.float64(0.005833333333333334)],[1],[0],[0],[1.3976908999029547],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
156,0,156,[np.float64(-0.24916666666666668)],[np.float64(0.24416666666666667)],[1],[0],[0],[1.433718099957332],['target'],156,0,156,0,280.02967060008086,,,,,,,,,5,280.0215292000212,280.02967060008086,280.02967060008086,0.014256399823352695,281.4415361001156,[np.float64(-0.24916666666666668)],[np.float64(0.24416666666666667)],[1],[0],[0],[1.433718099957332],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
157,0,157,[np.float64(-0.10833333333333334)],[np.float64(-0.2708333333333333)],[1],[0],[0],[1.9144432998728007],['target'],157,0,157,0,281.4798797001131,,,,,,,,,10,281.4689436000772,281.4798797001131,281.4798797001131,0.02718409989029169,283.3567725000903,[np.float64(-0.10833333333333334)],[np.float64(-0.2708333333333333)],[1],[0],[0],[1.9144432998728007],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
158,0,158,"[np.float64(0.04), np.float64(0.058333333333333334)]","[np.float64(-0.33166666666666667), np.float64(-0.3333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.4664153999183327, 2.4651482000481337]","[None, 'target']",158,0,158,0,283.3795285001397,,,,,,,,,5,283.37211170000955,283.3795285001397,283.3795285001397,0.015124699799343944,285.82281629997306,"[np.float64(0.04), np.float64(0.058333333333333334)]","[np.float64(-0.33166666666666667), np.float64(-0.3333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.4664153999183327, 2.4651482000481337]","[None, 'target']",,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
159,0,159,[np.float64(0.3975)],[np.float64(-0.28833333333333333)],[1],[0],[0],[2.402647500159219],['target'],159,0,159,0,285.8461466000881,,,,,,,,,5,285.83933840016834,285.8461466000881,285.8461466000881,0.01626230007968843,288.2264122001361,[np.float64(0.3975)],[np.float64(-0.28833333333333333)],[1],[0],[0],[2.402647500159219],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
