pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,16,0,4,x,1,0.31338410009630024,None,4,0,16,0,,,,,41.370846800040454,,41.355776800075546,41.370846800040454,42.370124799897894,42.370124799897894,42.370124799897894,42.370124799897894,42.370124799897894,43.370622399961576,43.370622399961576,43.68742370000109,x,1,0.31338410009630024,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
150,v,17,1,4,v,1,0.4933845999184996,None,4,1,17,1,,,,,43.703220299910754,,43.68798350007273,43.703220299910754,44.686967300018296,44.686967300018296,44.686967300018296,44.686967300018296,44.70302339992486,45.68701160000637,45.68701160000637,46.18803329998627,v,1,0.4933845999184996,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
50,c,18,2,4,c,1,0.2861046998295933,None,4,2,18,2,,,,,46.20432069990784,,46.188684599939734,46.20432069990784,47.20366339990869,47.20366339990869,47.20366339990869,47.20366339990869,47.20366339990869,48.204296600073576,48.204296600073576,48.504799500107765,c,1,0.2861046998295933,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-150,z,19,3,4,z,1,0.30806469987146556,None,4,3,19,3,,,,,48.52007990004495,,48.50555670005269,48.52007990004495,49.52030749991536,49.52030749991536,49.52030749991536,49.52030749991536,49.52030749991536,50.52040020003915,50.52040020003915,50.837934100069106,z,1,0.30806469987146556,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-50,x,20,0,5,x,1,0.283882400020957,None,5,0,20,0,,,,,50.852956000017,,50.83878150000237,50.852956000017,51.85314129991457,51.85314129991457,51.85314129991457,51.85314129991457,51.85314129991457,52.85277900006622,52.85277900006622,53.15413219993934,x,1,0.283882400020957,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
150,v,21,1,5,v,1,0.46957720001228154,None,5,1,21,1,,,,,53.17026889999397,,53.15465470007621,53.17026889999397,54.17007500003092,54.17007500003092,54.17007500003092,54.17007500003092,54.17007500003092,55.153505499940366,55.153505499940366,55.63730540010147,v,1,0.46957720001228154,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
50,c,22,2,5,c,1,0.30223429994657636,None,5,2,22,2,,,,,55.65340439998545,,55.63791409996338,55.65340439998545,56.63593590003438,56.63593590003438,56.63593590003438,56.63593590003438,56.65251070004888,57.63653920008801,57.63653920008801,57.953651499934494,c,1,0.30223429994657636,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-150,z,23,3,5,z,1,0.6381159999873489,None,5,3,23,3,,,,,57.96989400009625,,57.95437470008619,57.96989400009625,58.953144799917936,58.953144799917936,58.953144799917936,58.953144799917936,58.96987399994396,59.95276640006341,59.95276640006341,60.60407130001113,z,1,0.6381159999873489,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-50,x,24,0,6,x,1,0.3667272001039237,None,6,0,24,0,,,,,60.619364799931645,,60.60474790004082,60.619364799931645,61.6029586000368,61.6029586000368,61.6029586000368,61.6029586000368,61.619629400083795,62.619694099994376,62.619694099994376,63.003337800037116,x,1,0.3667272001039237,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
150,v,25,1,6,v,1,0.27159229991957545,None,6,1,25,1,,,,,63.01964489999227,,63.00384170003235,63.01964489999227,64.00301290000789,64.00301290000789,64.00301290000789,64.00301290000789,64.01948960009031,65.00265350006521,65.00265350006521,65.28670069994405,v,1,0.27159229991957545,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
50,c,26,2,6,c,1,0.31359370006248355,None,6,2,26,2,,,,,65.30261879996397,,65.28738039988093,65.30261879996397,66.28538200003095,66.28538200003095,66.28538200003095,66.28538200003095,66.30273550003767,67.28572449996136,67.28572449996136,67.60318129998632,c,1,0.31359370006248355,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-150,z,27,3,6,z,1,0.6165926998946816,None,6,3,27,3,,,,,67.61936330003664,,67.60371619998477,67.61936330003664,68.60256940010004,68.60256940010004,68.60256940010004,68.60256940010004,68.61892160004936,69.60185349988751,69.60185349988751,70.22043429990299,z,1,0.6165926998946816,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-50,x,28,0,7,x,1,0.4159239998552948,None,7,0,28,0,,,,,70.23550929990597,,70.22145529999398,70.23550929990597,71.23552230000496,71.23552230000496,71.23552230000496,71.23552230000496,71.23552230000496,72.23553550010547,72.23553550010547,72.66979709989391,x,1,0.4159239998552948,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
