Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytext.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,test_textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Keys,15,0,1,3.21,0.5625719000236131,,,,,,,,,,,,1,0,15,13,,,,,12.707080499996664,,12.696665399998892,12.707080499996664,12.707080499996664,13.274069200007943,3.21,0.5625719000236131,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Pastry,16,1,1,1.03,0.7313002999871969,,,,,,,,,,,,1,1,16,9,,,,,13.290050700015854,,13.276824400003534,13.290050700015854,13.290050700015854,14.025278199987952,1.03,0.7313002999871969,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Chart,17,2,1,1.03,0.31647250000969507,,,,,,,,,,,,1,2,17,6,,,,,14.041054600005737,,14.027741199999582,14.041054600005737,14.041054600005737,14.359150100004626,1.03,0.31647250000969507,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
T-shirt,18,3,1,1.9933333333333334,0.8298058000218589,,,,,,,,,,,,1,3,18,7,,,,,14.373680499993498,,14.36199539998779,14.373680499993498,14.373680499993498,15.208582199993543,1.9933333333333334,0.8298058000218589,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
book,19,4,1,1.1166666666666667,0.47931659998721443,,,,,,,,,,,,1,4,19,0,,,,,15.224665000016103,,15.211864500015508,15.224665000016103,15.224665000016103,15.708250099996803,1.1166666666666667,0.47931659998721443,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
cushion,20,5,1,1.1166666666666667,0.47974199999589473,,,,,,,,,,,,1,5,20,1,,,,,15.72344719999819,,15.712679199990816,15.72344719999819,15.72344719999819,16.209142700012308,1.1166666666666667,0.47974199999589473,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
board,21,6,1,1.7866666666666666,0.5632335999980569,,,,,,,,,,,,1,6,21,4,,,,,16.2235873999889,,16.212375900009647,16.2235873999889,16.2235873999889,16.792235300003085,1.7866666666666666,0.5632335999980569,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Case,22,7,1,1,0.5620507999847177,,,,,,,,,,,,1,7,22,10,,,,,16.806987399992067,,16.796364500012714,16.806987399992067,16.806987399992067,17.37475779998931,1,0.5620507999847177,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Cruise,23,8,1,1.9833333333333334,1.0151003999926616,,,,,,,,,,,,1,8,23,11,,,,,17.389868600002956,,17.376866600010544,17.389868600002956,17.389868600002956,18.408495600015158,1.9833333333333334,1.0151003999926616,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Poster,24,9,1,1.0766666666666667,0.5635718999837991,,,,,,,,,,,,1,9,24,14,,,,,18.424240499996813,,18.411435799993342,18.424240499996813,18.424240499996813,18.991259100002935,1.0766666666666667,0.5635718999837991,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
phone,25,10,1,1.81,1.2966447999933735,,,,,,,,,,,,1,10,25,2,,,,,19.006900500011398,,18.996122000011383,19.006900500011398,19.006900500011398,20.30721870000707,1.81,1.2966447999933735,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Laptop,26,11,1,1.25,1.1472932000178844,,,,,,,,,,,,1,11,26,5,,,,,20.323910000006435,,20.310209999996005,20.323910000006435,20.323910000006435,21.474113200005377,1.25,1.1472932000178844,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
mouse,27,12,1,1,0.5508572999970056,,,,,,,,,,,,1,12,27,8,,,,,21.49021200000425,,21.476150700007565,21.49021200000425,21.49021200000425,22.040959400008433,1,0.5508572999970056,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Police,28,13,1,2.1433333333333335,0.6161290000018198,,,,,,,,,,,,1,13,28,12,,,,,22.056730600015726,,22.045001699996646,22.056730600015726,22.056730600015726,22.674178000015672,2.1433333333333335,0.6161290000018198,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
marble,29,14,1,1,0.6167446000035852,,,,,,,,,,,,1,14,29,3,,,,,22.689840900013223,,22.67796420000377,22.689840900013223,22.689840900013223,23.30869510001503,1,0.6167446000035852,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
book,30,0,2,1.9566666666666668,0.9141760999918915,,,,,,,,,,,,2,0,30,0,,,,,23.32302909999271,,23.31356579999556,23.32302909999271,23.32302909999271,24.241202800010797,1.9566666666666668,0.9141760999918915,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
board,31,1,2,1.0433333333333332,0.598664799996186,,,,,,,,,,,,2,1,31,4,,,,,24.256692299997667,,24.24574230000144,24.256692299997667,24.256692299997667,24.858018800005084,1.0433333333333332,0.598664799996186,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
mouse,32,2,2,1.9966666666666666,0.4791560999874491,,,,,,,,,,,,2,2,32,8,,,,,24.8731914999953,,24.86332050000783,24.8731914999953,24.8731914999953,25.358773300016765,1.9966666666666666,0.4791560999874491,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
T-shirt,33,3,2,1,1.098750300006941,,,,,,,,,,,,2,3,33,7,,,,,25.374714800011134,,25.36403940001037,25.374714800011134,25.374714800011134,26.474118300015107,1,1.098750300006941,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Poster,34,4,2,1.9366666666666668,0.44977609999477863,,,,,,,,,,,,2,4,34,14,,,,,26.49079179999535,,26.47697610000614,26.49079179999535,26.49079179999535,26.940764500002842,1.9366666666666668,0.44977609999477863,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Cruise,35,5,2,2.4566666666666666,1.047082400007639,,,,,,,,,,,,2,5,35,11,,,,,26.956113299995195,,26.94393899998977,26.956113299995195,26.956113299995195,28.00778200000059,2.4566666666666666,1.047082400007639,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Police,36,6,2,1,0.6795289999863598,,,,,,,,,,,,2,6,36,12,,,,,28.022801999992225,,28.012626800016733,28.022801999992225,28.022801999992225,28.707245800003875,1,0.6795289999863598,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Keys,37,7,2,1.0166666666666666,0.5150054999976419,,,,,,,,,,,,2,7,37,13,,,,,28.722761600016383,,28.7108189999999,28.722761600016383,28.722761600016383,29.2408979999891,1.0166666666666666,0.5150054999976419,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
phone,38,8,2,1.0166666666666666,0.6489785999874584,,,,,,,,,,,,2,8,38,2,,,,,29.255915999994613,,29.24311489998945,29.255915999994613,29.255915999994613,29.906623299990315,1.0166666666666666,0.6489785999874584,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Chart,39,9,2,1.0166666666666666,0.6975294000003487,,,,,,,,,,,,2,9,39,6,,,,,29.922847900015768,,29.90983459999552,29.922847900015768,29.922847900015768,30.623417199996766,1.0166666666666666,0.6975294000003487,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Laptop,40,10,2,1.0166666666666666,0.364831899991259,,,,,,,,,,,,2,10,40,5,,,,,30.63925810001092,,30.62661649999791,30.63925810001092,30.63925810001092,31.00667840000824,1.0166666666666666,0.364831899991259,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
Case,41,11,2,1.0166666666666666,0.1823830000066664,,,,,,,,,,,,2,11,41,10,,,,,31.02259840001352,,31.00883390000672,31.02259840001352,31.02259840001352,31.20677560000331,1.0166666666666666,0.1823830000066664,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
cushion,42,12,2,1.0166666666666666,0.21469219998107292,,,,,,,,,,,,2,12,42,1,,,,,31.222567899996648,,31.209750800015172,31.222567899996648,31.222567899996648,31.44026090000989,1.0166666666666666,0.21469219998107292,,,,,,,,,,,,,,,,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
