Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytext.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,test_textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,161,1,8,,,_ho_e,Phone,old,choke,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.760480099997949],['submit_text'],,,,,8,1,161,12,780.0375572000048,,,,,,,,780.0274090000021,780.0375572000048,780.0375572000048,780.0375572000048,0.0037607999984174967,782.78961420001,choke,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.760480099997949],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,162,2,8,,,c_s_io_,Cushion,old,cushion,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.110350600007223],['submit_text'],,,,,8,2,162,14,782.8043454000144,,,,,,,,782.7939464999945,782.8043454000144,782.8043454000144,782.8043454000144,0.00412930001039058,785.9060753000085,cushion,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.110350600007223],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,163,3,8,,,_ru_is_,Cruise,old,cruise,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.159301600011531],['submit_text'],,,,,8,3,163,6,785.9206227000104,,,,,,,,785.9106636999932,785.9206227000104,785.9206227000104,785.9206227000104,0.004405399988172576,790.0718508000136,cruise,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.159301600011531],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,164,4,8,,,bo_t_e,Bottle,new,bottle,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.711945499991998],['submit_text'],,,,,8,4,164,18,790.0879433999944,,,,,,,,790.0763989000116,790.0879433999944,790.0879433999944,790.0879433999944,0.004379999998491257,792.790026600007,bottle,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.711945499991998],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,165,5,8,,,_oo_,Book,old,book,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.4788488000049256],['submit_text'],,,,,8,5,165,13,792.8047406999976,,,,,,,,792.794017200009,792.8047406999976,792.8047406999976,792.8047406999976,0.003829100023722276,795.2745493999973,book,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.4788488000049256],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,166,6,8,,,P_st_r,Poster,old,pastry,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.8250535000115633],['submit_text'],,,,,8,6,166,9,795.288494700013,,,,,,,,795.2787073999934,795.288494700013,795.288494700013,795.288494700013,0.003995999984908849,798.1058343999903,pastry,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.8250535000115633],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,167,7,8,,,_o_rd,Board,old,hoard,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.5446120999986306],['submit_text'],,,,,8,7,167,10,798.1211140000087,,,,,,,,798.1104792999977,798.1211140000087,798.1211140000087,798.1211140000087,0.004422199999680743,801.6567942000111,hoard,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.5446120999986306],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,168,8,8,,,P_li_e,Police,old,police,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[6.343372000003001],['submit_text'],,,,,8,8,168,7,801.672008900001,,,,,,,,801.6615821000014,801.672008900001,801.672008900001,801.672008900001,0.004626900015864521,808.0066709000093,police,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[6.343372000003001],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,169,9,8,,,_ha_t,Chart,old,chart,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.442000300012296],['submit_text'],,,,,8,9,169,1,808.021478300012,,,,,,,,808.0111276000098,808.021478300012,808.021478300012,808.021478300012,0.004278300009900704,810.4549420000112,chart,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.442000300012296],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,170,10,8,,,c_s_,Case,old,case,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.776896499999566],['submit_text'],,,,,8,10,170,5,810.4697425999912,,,,,,,,810.4594281000027,810.4697425999912,810.4697425999912,810.4697425999912,0.0041871999856084585,813.2379923000117,case,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.776896499999566],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,171,11,8,,,_ou_se,mouse,old,mouse,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.11219909999636],['submit_text'],,,,,8,11,171,3,813.2516816999996,,,,,,,,813.2422813000157,813.2516816999996,813.2516816999996,813.2516816999996,0.004137500014621764,816.3560593000147,mouse,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.11219909999636],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,172,12,8,,,v_s_,Vase,new,vase,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.492748599994229],['submit_text'],,,,,8,12,172,17,816.3699794000131,,,,,,,,816.3600309999892,816.3699794000131,816.3699794000131,816.3699794000131,0.0038173999928403646,818.8548682999972,vase,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.492748599994229],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,173,13,8,,,_a_bl_,Marble,old,marble,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.860127099993406],['submit_text'],,,,,8,13,173,11,818.8702201000124,,,,,,,,818.8594879000157,818.8702201000124,818.8702201000124,818.8702201000124,0.004418600001372397,821.7212119000033,marble,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.860127099993406],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,174,14,8,,,ta_l_,Table,new,table,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.478620400012005],['submit_text'],,,,,8,14,174,15,821.7395490999916,,,,,,,,821.7252815999964,821.7395490999916,821.7395490999916,821.7395490999916,0.003951099992264062,824.2057367000089,table,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.478620400012005],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,175,15,8,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.776573200011626],['submit_text'],,,,,8,15,175,4,824.221749999997,,,,,,,,824.2105150000134,824.221749999997,824.221749999997,824.221749999997,0.004588899988448247,827.9888251000084,pastry,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.776573200011626],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,176,16,8,,,p_nc_l,Pencil,new,pencil,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.462846899987198],['submit_text'],,,,,8,16,176,16,828.0033974999969,,,,,,,,827.99280919999,828.0033974999969,828.0033974999969,828.0033974999969,0.003815999982180074,832.4576528999896,pencil,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.462846899987198],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,177,17,8,,,K_y_,Keys,old,keys,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.3426067999971565],['submit_text'],,,,,8,17,177,8,832.4732668999932,,,,,,,,832.4620149999973,832.4732668999932,832.4732668999932,832.4732668999932,0.0041662000003270805,834.8067319999973,keys,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.3426067999971565],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,178,18,8,,,l_pt_p,Laptop,old,laptop,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.693366600025911],['submit_text'],,,,,8,18,178,0,834.822164400015,,,,,,,,834.8111044999969,834.822164400015,834.822164400015,834.822164400015,0.004203699994832277,838.5062974999892,laptop,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.693366600025911],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,179,19,8,,,c_m_ra,Camera,new,camera,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.543304299993906],['submit_text'],,,,,8,19,179,19,838.5215065999946,,,,,,,,838.5104617000034,838.5215065999946,838.5215065999946,838.5215065999946,0.003980699984822422,842.055551700003,camera,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.543304299993906],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,180,0,9,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.84213569998974],['submit_text'],,,,,9,0,180,2,842.0713866000006,,,,,,,,842.060077400005,842.0713866000006,842.0713866000006,842.0713866000006,0.004346400004578754,844.9039326999919,tshirt,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.84213569998974],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,181,1,9,,,l_pt_p,Laptop,old,laptop,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.061385799985146],['submit_text'],,,,,9,1,181,0,844.9194663999951,,,,,,,,844.9081108999962,844.9194663999951,844.9194663999951,844.9194663999951,0.004012799996417016,848.9712528999953,laptop,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.061385799985146],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,182,2,9,,,_ho_e,Phone,old,choke,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.37874750001356],['submit_text'],,,,,9,2,182,12,848.9871342999977,,,,,,,,848.9753102000104,848.9871342999977,848.9871342999977,848.9871342999977,0.0039003000129014254,853.3558244000014,choke,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.37874750001356],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,183,3,9,,,c_s_,Case,old,case,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.826506799989147],['submit_text'],,,,,9,3,183,5,853.3712221999886,,,,,,,,853.3599272000138,853.3712221999886,853.3712221999886,853.3712221999886,0.00394699999014847,856.1882206000155,case,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.826506799989147],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,184,4,9,,,_a_bl_,Marble,old,marble,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.8264420999912545],['submit_text'],,,,,9,4,184,11,856.2043055999966,,,,,,,,856.1926862999971,856.2043055999966,856.2043055999966,856.2043055999966,0.004314200021326542,861.0210055999923,marble,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.8264420999912545],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,185,5,9,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.527108100010082],['submit_text'],,,,,9,5,185,4,861.0375207999896,,,,,,,,861.0257071999949,861.0375207999896,861.0375207999896,861.0375207999896,0.004537999979220331,863.554579299991,pastry,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.527108100010082],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,186,6,9,,,c_m_ra,Camera,new,camera,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.99200299999211],['submit_text'],,,,,9,6,186,19,863.5692406000162,,,,,,,,863.5585635000025,863.5692406000162,863.5692406000162,863.5692406000162,0.003843000013148412,866.5522750999953,camera,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.99200299999211],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,187,7,9,,,P_st_r,Poster,old,pastry,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.927741999999853],['submit_text'],,,,,9,7,187,9,866.5697660000005,,,,,,,,866.5565988000017,866.5697660000005,866.5697660000005,866.5697660000005,0.004113499977393076,870.4862050999945,pastry,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.927741999999853],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,188,8,9,,,_oo_,Book,old,book,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[5.392718099988997],['submit_text'],,,,,9,8,188,13,870.5039613000117,,,,,,,,870.4900816000008,870.5039613000117,870.5039613000117,870.5039613000117,0.0037508000095840544,875.8843201000127,book,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[5.392718099988997],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,189,9,9,,,P_li_e,Police,old,police,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.262047600001097],['submit_text'],,,,,9,9,189,7,875.8987553000043,,,,,,,,875.8877502999967,875.8987553000043,875.8987553000043,875.8987553000043,0.0032974999921862036,880.1509690000094,police,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.262047600001097],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,190,10,9,,,c_s_io_,Cushion,old,cushion,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.6799530000134837],['submit_text'],,,,,9,10,190,14,880.1649635999929,,,,,,,,880.1545303000021,880.1649635999929,880.1649635999929,880.1649635999929,0.003438100015046075,882.8361446000054,cushion,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.6799530000134837],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,191,11,9,,,_ru_is_,Cruise,old,cruise,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.7947776000073645],['submit_text'],,,,,9,11,191,6,882.8531622000155,,,,,,,,882.8404328000033,882.8531622000155,882.8531622000155,882.8531622000155,0.004151100001763552,887.637137999991,cruise,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.7947776000073645],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,192,12,9,,,ta_l_,Table,new,table,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.2743894000013825],['submit_text'],,,,,9,12,192,15,887.6547620999918,,,,,,,,887.6413021000044,887.6547620999918,887.6547620999918,887.6547620999918,0.003970200021285564,889.9178698000032,table,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.2743894000013825],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,193,13,9,,,K_y_,Keys,old,keys,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.1775845999945886],['submit_text'],,,,,9,13,193,8,889.9323929999955,,,,,,,,889.9220206000027,889.9323929999955,889.9323929999955,889.9323929999955,0.003915600012987852,892.101968300005,keys,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.1775845999945886],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,194,14,9,,,p_nc_l,Pencil,new,pencil,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.8747413999808487],['submit_text'],,,,,9,14,194,16,892.1182658000034,,,,,,,,892.106789100013,892.1182658000034,892.1182658000034,892.1182658000034,0.004589699994539842,894.9834410999902,pencil,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.8747413999808487],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,195,15,9,,,v_s_,Vase,new,vase,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.144055999990087],['submit_text'],,,,,9,15,195,17,895.0024689999991,,,,,,,,894.9881759000127,895.0024689999991,895.0024689999991,895.0024689999991,0.004554100014502183,897.1343975999916,vase,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.144055999990087],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,196,16,9,,,bo_t_e,Bottle,new,bottle,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.8643260000098962],['submit_text'],,,,,9,16,196,18,897.1487534999906,,,,,,,,897.1385512000124,897.1487534999906,897.1487534999906,897.1487534999906,0.003955200023483485,900.005616200011,bottle,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.8643260000098962],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,197,17,9,,,_o_rd,Board,old,hoard,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[5.171038500004215],['submit_text'],,,,,9,17,197,10,900.032360799989,,,,,,,,900.0132367000042,900.032360799989,900.032360799989,900.032360799989,0.007344500016188249,905.1864294999978,hoard,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[5.171038500004215],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,198,18,9,,,_ou_se,mouse,old,mouse,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.173937499988824],['submit_text'],,,,,9,18,198,3,905.2016697000072,,,,,,,,905.1904426999972,905.2016697000072,905.2016697000072,905.2016697000072,0.0038431999855674803,908.3659589999879,mouse,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.173937499988824],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,199,19,9,,,_ha_t,Chart,old,chart,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.19555269999546],['submit_text'],,,,,9,19,199,1,908.380524600012,,,,,,,,908.36911900001,908.380524600012,908.380524600012,908.380524600012,0.0030211999837774783,911.5664349000144,chart,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[3.19555269999546],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,200,0,10,,,v_s_,Vase,new,vase,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.778395000001183],['submit_text'],,,,,10,0,200,17,911.5802342999959,,,,,,,,911.5700802000065,911.5802342999959,911.5802342999959,911.5802342999959,0.003496800025459379,914.3501442999986,vase,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[2.778395000001183],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,201,1,10,,,c_s_io_,Cushion,old,cushion,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.591613700002199],['submit_text'],,,,,10,1,201,14,914.3652188999986,,,,,,,,914.3547243000066,914.3652188999986,914.3652188999986,914.3652188999986,0.004445600003236905,918.9485223999945,cushion,[np.float64(0.0225)],[np.float64(-0.305)],[1],[0],[0],[4.591613700002199],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,202,2,10,,,_ha_t,Chart,old,chart,[np.float64(0.02)],[np.float64(-0.2733333333333333)],[1],[0],[0],[4.082119600003352],['submit_text'],,,,,10,2,202,1,918.9652631999925,,,,,,,,918.952248799993,918.9652631999925,918.9652631999925,918.9652631999925,0.003571600012946874,923.0361256999895,chart,[np.float64(0.02)],[np.float64(-0.2733333333333333)],[1],[0],[0],[4.082119600003352],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,203,3,10,,,l_pt_p,Laptop,old,laptop,[np.float64(0.019166666666666665)],[np.float64(-0.2866666666666667)],[1],[0],[0],[2.7551706999947783],['submit_text'],,,,,10,3,203,0,923.0542048999923,,,,,,,,923.0420236999926,923.0542048999923,923.0542048999923,923.0542048999923,0.0057450000022072345,925.7992162000155,laptop,[np.float64(0.019166666666666665)],[np.float64(-0.2866666666666667)],[1],[0],[0],[2.7551706999947783],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,204,4,10,,,ta_l_,Table,new,table,[np.float64(0.0033333333333333335)],[np.float64(-0.2991666666666667)],[1],[0],[0],[2.8782681000011507],['submit_text'],,,,,10,4,204,15,925.8167087000038,,,,,,,,925.8037130000012,925.8167087000038,925.8167087000038,925.8167087000038,0.004349700000602752,928.6835787000018,table,[np.float64(0.0033333333333333335)],[np.float64(-0.2991666666666667)],[1],[0],[0],[2.8782681000011507],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,205,5,10,,,_o_rd,Board,old,hoard,[np.float64(0.005)],[np.float64(-0.2916666666666667)],[1],[0],[0],[4.7588237000163645],['submit_text'],,,,,10,5,205,10,928.6991262999945,,,,,,,,928.6878988000099,928.6991262999945,928.6991262999945,928.6991262999945,0.004205999983241782,933.4482765000139,hoard,[np.float64(0.005)],[np.float64(-0.2916666666666667)],[1],[0],[0],[4.7588237000163645],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,206,6,10,,,_oo_,Book,old,book,[np.float64(0.014166666666666666)],[np.float64(-0.295)],[1],[0],[0],[3.1279294000123627],['submit_text'],,,,,10,6,206,13,933.4625966000021,,,,,,,,933.4528373999929,933.4625966000021,933.4625966000021,933.4625966000021,0.004437199997482821,936.5822620000108,book,[np.float64(0.014166666666666666)],[np.float64(-0.295)],[1],[0],[0],[3.1279294000123627],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,207,7,10,,,K_y_,Keys,old,keys,[np.float64(0.014166666666666666)],[np.float64(-0.295)],[1],[0],[0],[2.9102044999890495],['submit_text'],,,,,10,7,207,8,936.5966429999971,,,,,,,,936.5860738999909,936.5966429999971,936.5966429999971,936.5966429999971,0.0037100999907124788,939.4977380000055,keys,[np.float64(0.014166666666666666)],[np.float64(-0.295)],[1],[0],[0],[2.9102044999890495],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,208,8,10,,,p_nc_l,Pencil,new,pencil,[np.float64(0.014166666666666666)],[np.float64(-0.295)],[1],[0],[0],[3.26156000001356],['submit_text'],,,,,10,8,208,16,939.5119284999964,,,,,,,,939.5013174999913,939.5119284999964,939.5119284999964,939.5119284999964,0.0034540999913588166,942.764260099997,pencil,[np.float64(0.014166666666666666)],[np.float64(-0.295)],[1],[0],[0],[3.26156000001356],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,209,9,10,,,_ru_is_,Cruise,old,cruise,[np.float64(0.014166666666666666)],[np.float64(-0.295)],[1],[0],[0],[3.2134627000195906],['submit_text'],,,,,10,9,209,6,942.7784986000042,,,,,,,,942.7672826999915,942.7784986000042,942.7784986000042,942.7784986000042,0.0029055000049993396,945.9825214000011,cruise,[np.float64(0.014166666666666666)],[np.float64(-0.295)],[1],[0],[0],[3.2134627000195906],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,210,10,10,,,bo_t_e,Bottle,new,bottle,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.8292828999983612],['submit_text'],,,,,10,10,210,18,945.9960244999966,,,,,,,,945.9864057000086,945.9960244999966,945.9960244999966,945.9960244999966,0.0037471000105142593,948.817135099991,bottle,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.8292828999983612],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
