stimulus,type,correct_key,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,fixation.started,text.started,key_resp.started,fixation.stopped,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fix.started,fix.stopped,stim.started,resp.started,trial.stopped,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,Thank_you.started,text_2.started,text_2.stopped,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0025299000008089934,0.005601900000328897,0.5037379000004876,0.5037379000004876,0.5204506999998557,3.240486200000305,space,2.729675999999017,None,,,,,,,,,,,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
silver,word,z,0,0,0,z,1,0.9397675999989588,None,0,0,0,9,3.2534637000007933,,,,,,,,,,,3.249303000000509,3.2534637000007933,3.7537420999997266,3.7537420999997266,3.7537420999997266,4.704519700000674,z,1,0.9397675999989588,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
glenter,nonword,m,1,1,0,m,1,1.336569099999906,None,0,1,1,14,4.720442300000286,,,,,,,,,,,4.708831899999495,4.720442300000286,5.220058499999141,5.220058499999141,5.220058499999141,6.570727199999965,m,1,1.336569099999906,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
doctor,word,z,2,2,0,z,1,0.5502198000012868,None,0,2,2,3,6.5868969000002835,,,,,,,,,,,6.576317299999573,6.5868969000002835,7.086966499999107,7.070622499999445,7.070622499999445,7.63660549999986,z,1,0.5502198000012868,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
garden,word,z,3,3,0,z,1,0.45509339999989606,None,0,3,3,7,7.653660399999353,,,,,,,,,,,7.638181099999201,7.653660399999353,8.153311199999735,8.136459999999715,8.136459999999715,8.604016799999954,z,1,0.45509339999989606,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
bottle,word,z,4,4,0,z,1,0.485036999998556,None,0,4,4,6,8.62030219999906,,,,,,,,,,,8.6071467999991,8.62030219999906,9.120277800000622,9.103587999999945,9.103587999999945,9.603240799999185,z,1,0.485036999998556,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
pillow,word,z,5,5,0,z,1,0.4267988999999943,None,0,5,5,8,9.619850299999598,,,,,,,,,,,9.606388300000617,9.619850299999598,10.119756800000687,10.103093800000352,10.103093800000352,10.53716170000007,z,1,0.4267988999999943,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
fradge,nonword,m,6,6,0,z,0,2.5134152000009635,None,0,6,6,15,10.553445100000317,,,,,,,,,,,10.54081960000076,10.553445100000317,11.053422200000568,11.036595899999156,11.036595899999156,13.55318459999944,z,0,2.5134152000009635,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
apple,word,z,7,7,0,z,1,1.9089215000003605,None,0,7,7,0,13.569950600000084,,,,,,,,,,,13.555735800000548,13.569950600000084,14.070095499999297,14.053845500000534,14.053845500000534,15.970213799999328,z,1,1.9089215000003605,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
brantle,nonword,m,8,8,0,m,1,0.9160413000008703,None,0,8,8,16,15.986252000000604,,,,,,,,,,,15.972220100000413,15.986252000000604,16.48624799999925,16.469808300000295,16.469808300000295,17.40489189999971,m,1,0.9160413000008703,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
flirp,nonword,m,9,9,0,m,1,0.869190700001127,None,0,9,9,10,17.420211500000732,,,,,,,,,,,17.409605000000738,17.420211500000732,17.920442500000718,17.920442500000718,17.920442500000718,18.803721199999927,m,1,0.869190700001127,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
snarp,nonword,m,10,10,0,z,0,1.7751282999997784,None,0,10,10,13,18.819712900000013,,,,,,,,,,,18.80565369999931,18.819712900000013,19.320169599999645,19.3036833999995,19.3036833999995,21.087700699999914,z,0,1.7751282999997784,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
clope,nonword,m,11,11,0,z,0,1.236830400001054,None,0,11,11,19,21.102916100000584,,,,,,,,,,,21.091456300000573,21.102916100000584,21.603297600000587,21.58655539999927,21.58655539999927,22.837443200000052,z,0,1.236830400001054,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
market,word,z,12,12,0,z,1,1.8236290000004374,None,0,12,12,5,22.85309959999904,,,,,,,,,,,22.841364500000054,22.85309959999904,23.353203599999688,23.336666900000637,23.336666900000637,25.170740199999273,z,1,1.8236290000004374,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
drent,nonword,m,13,13,0,m,1,1.3655524999994668,None,0,13,13,11,25.186336400000073,,,,,,,,,,,25.17449680000027,25.186336400000073,25.686474800000724,25.686474800000724,25.686474800000724,27.053988499999832,m,1,1.3655524999994668,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
window,word,z,14,14,0,z,1,0.6280141999995976,None,0,14,14,2,27.06999150000047,,,,,,,,,,,27.058468400000493,27.06999150000047,27.57001029999992,27.553169799999523,27.553169799999523,28.18652999999904,z,1,0.6280141999995976,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
trallip,nonword,m,15,15,0,m,1,1.029218800000308,None,0,15,15,18,28.202888199999506,,,,,,,,,,,28.19037650000064,28.202888199999506,28.703025499999058,28.686514299999544,28.686514299999544,29.720218000000386,m,1,1.029218800000308,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
river,word,z,16,16,0,z,1,0.5684966999997414,None,0,16,16,1,29.73650749999979,,,,,,,,,,,29.724775200000295,29.73650749999979,30.235763900000165,30.219771500000206,30.219771500000206,30.803338300000178,z,1,0.5684966999997414,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
yellow,word,z,17,17,0,z,1,0.3877671000009286,None,0,17,17,4,30.819585400000506,,,,,,,,,,,30.808462999999392,30.819585400000506,31.31942109999909,31.302892600000632,31.302892600000632,31.70461769999929,z,1,0.3877671000009286,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
smode,nonword,m,18,18,0,m,1,0.9570492999991984,None,0,18,18,17,31.719280499999513,,,,,,,,,,,31.70907260000058,31.719280499999513,32.21952930000043,32.21952930000043,32.21952930000043,33.18707039999936,m,1,0.9570492999991984,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
plome,nonword,m,19,19,0,m,1,1.146376800001235,None,0,19,19,12,33.20291759999964,,,,,,,,,,,33.19092040000032,33.20291759999964,33.702898199999254,33.68631450000066,33.68631450000066,34.836445700000695,m,1,1.146376800001235,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
silver,word,z,20,0,1,z,1,3.182547099999283,None,1,0,20,9,34.892239799999516,,,,,,,,,,,34.88926460000039,34.892239799999516,35.4027487000003,35.33607999999913,35.33607999999913,38.536821300000156,z,1,3.182547099999283,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
bottle,word,z,21,1,1,z,1,0.6483425000005809,None,1,1,21,6,38.552580199999284,,,,,,,,,,,38.54101660000015,38.552580199999284,39.05262129999937,39.03580150000016,39.03580150000016,39.6866145999993,z,1,0.6483425000005809,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
fradge,nonword,m,22,2,1,m,1,2.240345599999273,None,1,2,22,15,39.702416500000254,,,,,,,,,,,39.692060699999274,39.702416500000254,40.2017235000003,40.2017235000003,40.2017235000003,42.45371259999956,m,1,2.240345599999273,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
apple,word,z,23,3,1,z,1,0.5286161999993055,None,1,3,23,0,42.4693972999994,,,,,,,,,,,42.45886090000022,42.4693972999994,42.969262999999046,42.969262999999046,42.969262999999046,43.502361999999266,z,1,0.5286161999993055,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
trallip,nonword,m,24,4,1,m,1,1.3914131000001362,None,1,4,24,18,43.51871829999982,,,,,,,,,,,43.50690079999913,43.51871829999982,44.01894429999993,44.00232920000053,44.00232920000053,45.40215519999947,m,1,1.3914131000001362,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
pillow,word,z,25,5,1,z,1,0.532617200000459,None,1,5,25,8,45.41830889999983,,,,,,,,,,,45.40600020000056,45.41830889999983,45.91863150000063,45.902319000000716,45.902319000000716,46.4531920999998,z,1,0.532617200000459,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
glenter,nonword,m,26,6,1,m,1,2.671194300000934,None,1,6,26,14,46.46860100000049,,,,,,,,,,,46.45783950000077,46.46860100000049,46.968526000000566,46.968526000000566,46.968526000000566,49.652858400000696,m,1,2.671194300000934,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
doctor,word,z,27,7,1,z,1,0.5697863000004872,None,1,7,27,3,49.668258499999865,,,,,,,,,,,49.656911000000036,49.668258499999865,50.16876389999925,50.151945600000545,50.151945600000545,50.7358050999992,z,1,0.5697863000004872,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
clope,nonword,m,28,8,1,m,1,2.8517989000010857,None,1,8,28,19,50.751717799999824,,,,,,,,,,,50.740872399999716,50.751717799999824,51.251670800000284,51.235338700000284,51.235338700000284,54.10238240000035,m,1,2.8517989000010857,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
river,word,z,29,9,1,z,1,0.5777811000007205,None,1,9,29,1,54.11839770000006,,,,,,,,,,,54.10764670000026,54.11839770000006,54.618690600000264,54.6016968999993,54.6016968999993,55.18535039999915,z,1,0.5777811000007205,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
plome,nonword,m,30,10,1,m,1,1.3077895999995235,None,1,10,30,12,55.201166799999555,,,,,,,,,,,55.18912359999922,55.201166799999555,55.70171069999924,55.68498279999949,55.68498279999949,57.0028970000003,m,1,1.3077895999995235,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
smode,nonword,m,31,11,1,z,0,0.6347172999994655,None,1,11,31,17,57.01794440000049,,,,,,,,,,,57.00861780000014,57.01794440000049,57.5180517000008,57.5180517000008,57.5180517000008,58.167847299999266,z,0,0.6347172999994655,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
snarp,nonword,m,32,12,1,z,0,0.8168550999998843,None,1,12,32,13,58.184187400000155,,,,,,,,,,,58.171360500000446,58.184187400000155,58.6846544,58.668076899999505,58.668076899999505,59.48600339999939,z,0,0.8168550999998843,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
garden,word,z,33,13,1,z,1,0.6829554999985703,None,1,13,33,7,59.501604600000064,,,,,,,,,,,59.49041179999949,59.501604600000064,60.00112799999988,60.00112799999988,60.00112799999988,60.70250660000056,z,1,0.6829554999985703,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
drent,nonword,m,34,14,1,m,1,1.405948100000387,None,1,14,34,11,60.71801550000055,,,,,,,,,,,60.707992899999226,60.71801550000055,61.21827689999918,61.21827689999918,61.21827689999918,62.63634309999907,m,1,1.405948100000387,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
flirp,nonword,m,35,15,1,m,1,1.8260126000004675,None,1,15,35,10,62.651427999999214,,,,,,,,,,,62.64093250000042,62.651427999999214,63.15101159999904,63.15101159999904,63.15101159999904,64.98511479999979,m,1,1.8260126000004675,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
market,word,z,36,16,1,z,1,0.5697550999993837,None,1,16,36,5,65.00075479999941,,,,,,,,,,,64.98852699999952,65.00075479999941,65.50102610000067,65.48466940000071,65.48466940000071,66.06908629999998,z,1,0.5697550999993837,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
yellow,word,z,37,17,1,z,1,0.5595084999986284,None,1,17,37,4,66.0844859000008,,,,,,,,,,,66.0745337999997,66.0844859000008,66.58459849999963,66.58459849999963,66.58459849999963,67.15210979999938,z,1,0.5595084999986284,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
brantle,nonword,m,38,18,1,m,1,1.252315700001418,None,1,18,38,16,67.16769469999963,,,,,,,,,,,67.1563812000004,67.16769469999963,67.66760489999979,67.65136619999976,67.65136619999976,68.9190794999995,m,1,1.252315700001418,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
window,word,z,39,19,1,z,1,0.5116390999992291,None,1,19,39,2,68.93430239999907,,,,,,,,,,,68.92418130000078,68.93430239999907,69.43433399999958,69.43433399999958,69.43433399999958,69.95168989999911,z,1,0.5116390999992291,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
yellow,word,z,40,0,2,z,1,0.5096713000002637,None,2,0,40,4,69.9677842000001,,,,,,,,,,,69.95737449999979,69.9677842000001,70.46781259999989,70.45113839999976,70.45113839999976,70.9679744999994,z,1,0.5096713000002637,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
pillow,word,z,41,1,2,z,1,0.6566552999993291,None,2,1,41,8,70.98424909999994,,,,,,,,,,,70.97229890000017,70.98424909999994,71.48403639999924,71.46750400000019,71.46750400000019,72.13518079999994,z,1,0.6566552999993291,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
fradge,nonword,m,42,2,2,m,1,1.737927899999704,None,2,2,42,15,72.15044549999948,,,,,,,,,,,72.13944939999965,72.15044549999948,72.65046839999923,72.65046839999923,72.65046839999923,74.40135869999904,m,1,1.737927899999704,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
river,word,z,43,3,2,z,1,1.0390867000005528,None,2,3,43,1,74.41742130000057,,,,,,,,,,,74.40666899999997,74.41742130000057,74.9170981999996,74.9005302000005,74.9005302000005,75.95182170000044,z,1,1.0390867000005528,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
window,word,z,44,4,2,z,1,0.4489464999987831,None,2,4,44,2,75.96742219999942,,,,,,,,,,,75.95727009999973,75.96742219999942,76.4674243999998,76.4674243999998,76.4674243999998,76.9181052999993,z,1,0.4489464999987831,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
apple,word,z,45,5,2,z,1,4.040425000001051,None,2,5,45,0,76.93404030000056,,,,,,,,,,,76.92266609999933,76.93404030000056,77.43440050000027,77.41760500000055,77.41760500000055,81.46784429999934,z,1,4.040425000001051,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
clope,nonword,m,46,6,2,m,1,1.9156769000001077,None,2,6,46,19,81.48397139999906,,,,,,,,,,,81.4721343000001,81.48397139999906,81.98390909999944,81.96724240000003,81.96724240000003,83.88400980000006,m,1,1.9156769000001077,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
garden,word,z,47,7,2,z,1,0.9406328000004578,None,2,7,47,7,83.89998559999913,,,,,,,,,,,83.88835710000058,83.89998559999913,84.4002615999998,84.3841510000002,84.3841510000002,85.33409260000008,z,1,0.9406328000004578,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
brantle,nonword,m,48,8,2,m,1,1.0409153000000515,None,2,8,48,16,85.34990920000018,,,,,,,,,,,85.33795950000058,85.34990920000018,85.85014330000013,85.83366600000045,85.83366600000045,86.88463299999967,m,1,1.0409153000000515,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
flirp,nonword,m,49,9,2,m,1,1.3866892000005464,None,2,9,49,10,86.89968640000006,,,,,,,,,,,86.88933859999997,86.89968640000006,87.40018210000017,87.40018210000017,87.40018210000017,88.80115710000064,m,1,1.3866892000005464,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
bottle,word,z,50,10,2,z,1,0.7816369000011036,None,2,10,50,6,88.81689750000078,,,,,,,,,,,88.8054405999992,88.81689750000078,89.31663219999973,89.31663219999973,89.31663219999973,90.10051600000043,z,1,0.7816369000011036,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
silver,word,z,51,11,2,z,1,0.6364358000009815,None,2,11,51,9,90.11689750000005,,,,,,,,,,,90.10489529999904,90.11689750000005,90.61662819999947,90.60018900000068,90.60018900000068,91.25052999999934,z,1,0.6364358000009815,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
drent,nonword,m,52,12,2,m,1,1.3577783000000636,None,2,12,52,11,91.26672549999967,,,,,,,,,,,91.25609319999967,91.26672549999967,91.76645850000023,91.74962400000004,91.74962400000004,93.11722240000017,m,1,1.3577783000000636,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
glenter,nonword,m,53,13,2,m,1,1.762303499999689,None,2,13,53,14,93.1328039,,,,,,,,,,,93.12191600000006,93.1328039,93.63324830000056,93.61663170000065,93.61663170000065,95.38372359999994,m,1,1.762303499999689,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
market,word,z,54,14,2,z,1,0.4888981000003696,None,2,14,54,5,95.39968880000015,,,,,,,,,,,95.38750419999997,95.39968880000015,95.89989959999912,95.88310789999923,95.88310789999923,96.38367259999904,z,1,0.4888981000003696,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
doctor,word,z,55,15,2,z,1,0.44232499999998254,None,2,15,55,3,96.39963720000014,,,,,,,,,,,96.38917869999932,96.39963720000014,96.899539,96.88283629999933,96.88283629999933,97.3335576999998,z,1,0.44232499999998254,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
plome,nonword,m,56,16,2,m,1,1.2585512999994535,None,2,16,56,12,97.34921609999947,,,,,,,,,,,97.33811939999941,97.34921609999947,97.84933500000079,97.83281290000014,97.83281290000014,99.10012110000025,m,1,1.2585512999994535,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
snarp,nonword,m,57,17,2,z,0,1.5958455999989383,None,2,17,57,13,99.11625710000044,,,,,,,,,,,99.10451660000035,99.11625710000044,99.61593189999985,99.59916630000043,99.59916630000043,101.20007690000057,z,0,1.5958455999989383,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
trallip,nonword,m,58,18,2,m,1,1.4698892999986128,None,2,18,58,18,101.21601770000052,,,,,,,,,,,101.20452970000042,101.21601770000052,101.71612239999922,101.69904719999977,101.69904719999977,103.18374100000074,m,1,1.4698892999986128,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
smode,nonword,m,59,19,2,m,1,2.0437442999991617,None,2,19,59,17,103.19944430000032,,,,,,,,,,,103.18904569999904,103.19944430000032,103.69963199999984,103.69963199999984,103.69963199999984,105.74994750000042,m,1,2.0437442999991617,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
brantle,nonword,m,60,0,3,m,1,1.0431419999986247,None,3,0,60,16,105.76580719999947,,,,,,,,,,,105.7539839000001,105.76580719999947,106.26578599999993,106.24915409999994,106.24915409999994,107.29921880000074,m,1,1.0431419999986247,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
doctor,word,z,61,1,3,z,1,0.5511998000001768,None,3,1,61,3,107.31539759999941,,,,,,,,,,,107.30347729999994,107.31539759999941,107.81534319999992,107.79873840000073,107.79873840000073,108.36665670000002,z,1,0.5511998000001768,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
fradge,nonword,m,62,2,3,m,1,0.9040910999992775,None,3,2,62,15,108.38205249999919,,,,,,,,,,,108.37130059999981,108.38205249999919,108.88175609999962,108.88175609999962,108.88175609999962,109.79967100000067,m,1,0.9040910999992775,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
drent,nonword,m,63,3,3,m,1,2.7624847999995836,None,3,3,63,11,109.81582809999964,,,,,,,,,,,109.80443749999904,109.81582809999964,110.3154427999998,110.3154427999998,110.3154427999998,113.08298099999956,m,1,2.7624847999995836,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
market,word,z,64,4,3,z,1,0.7866694999993342,None,3,4,64,5,113.09862470000007,,,,,,,,,,,113.08755609999935,113.09862470000007,113.59811280000031,113.59811280000031,113.59811280000031,114.39951689999907,z,1,0.7866694999993342,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
garden,word,z,65,5,3,z,1,0.7627400000001217,None,3,5,65,7,114.41533189999973,,,,,,,,,,,114.40373569999974,114.41533189999973,114.91553449999992,114.89874659999987,114.89874659999987,115.66581760000008,z,1,0.7627400000001217,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
glenter,nonword,m,66,6,3,m,1,1.5922828999991907,None,3,6,66,14,115.68234879999909,,,,,,,,,,,115.67066519999935,115.68234879999909,116.18198409999968,116.1654765000003,116.1654765000003,117.76644660000056,m,1,1.5922828999991907,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
trallip,nonword,m,67,7,3,m,1,1.533582899999601,None,3,7,67,18,117.78173050000078,,,,,,,,,,,117.77091529999961,117.78173050000078,118.28126809999958,118.28126809999958,118.28126809999958,119.83289800000057,m,1,1.533582899999601,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
bottle,word,z,68,8,3,z,1,0.5059972999988531,None,3,8,68,6,119.8484970999998,,,,,,,,,,,119.83731690000059,119.8484970999998,120.34849050000048,120.34849050000048,120.34849050000048,120.8661745999998,z,1,0.5059972999988531,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
silver,word,z,69,9,3,z,1,0.3934428000011394,None,3,9,69,9,120.88176890000068,,,,,,,,,,,120.87123419999989,120.88176890000068,121.38133890000063,121.38133890000063,121.38133890000063,121.78285909999977,z,1,0.3934428000011394,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
river,word,z,70,10,3,z,1,0.45885230000021693,None,3,10,70,1,121.79850430000079,,,,,,,,,,,121.78796540000076,121.79850430000079,122.29804010000043,122.29804010000043,122.29804010000043,122.76518249999936,z,1,0.45885230000021693,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
clope,nonword,m,71,11,3,z,0,1.4362835000010818,None,3,11,71,19,122.78135590000056,,,,,,,,,,,122.7689790000004,122.78135590000056,123.28149680000024,123.26492719999987,123.26492719999987,124.71538069999951,z,0,1.4362835000010818,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
flirp,nonword,m,72,12,3,m,1,1.0849667000002228,None,3,12,72,10,124.73146780000025,,,,,,,,,,,124.7190584,124.73146780000025,125.23152719999962,125.21503610000036,125.21503610000036,126.31546039999921,m,1,1.0849667000002228,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
